SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag
S0056001,20251024,PH0089,PR0158,6,113.77,71.94,41.83,No
S0056002,20251024,PH0091,PR0171,1,88.48,67.59,20.89,No
S0056003,20251024,PH0091,PR0060,2,148.79,119.6,29.19,No
S0056004,20251024,PH0093,PR0089,6,78.72,57.14,21.58,No
S0056005,20251024,PH0095,PR0105,10,140.81,96.03,44.78,No
S0056006,20251024,PH0095,PR0207,21,169.56,113.65,55.91,No
S0056007,20251024,PH0096,PR0026,15,333.15,208.33,124.82,No
S0056008,20251024,PH0099,PR0079,2,27.24,19.87,7.37,No
S0056009,20251024,PH0101,PR0179,5,53.03,41.33,11.7,No
S0056010,20251024,PH0101,PR0059,15,162.54,112.06,50.48,No
S0056011,20251024,PH0102,PR0176,8,98.57,76.81,21.76,Yes
S0056012,20251024,PH0103,PR0058,2,22.56,17.17,5.39,Yes
S0056013,20251024,PH0105,PR0093,7,95.43,68.43,27.0,No
S0056014,20251024,PH0106,PR0060,3,227.52,181.33,46.19,No
S0056015,20251024,PH0106,PR0185,2,27.24,21.55,5.69,No
S0056016,20251024,PH0109,PR0081,4,68.02,45.57,22.45,No
S0056017,20251024,PH0109,PR0009,6,85.78,61.69,24.09,No
S0056018,20251024,PH0111,PR0014,9,111.06,76.81,34.25,No
S0056019,20251024,PH0111,PR0051,3,218.01,176.39,41.62,No
S0056020,20251024,PH0111,PR0157,11,248.49,175.13,73.36,Yes
S0056021,20251024,PH0113,PR0082,4,97.19,82.71,14.48,Yes
S0056022,20251024,PH0114,PR0137,5,84.27,55.48,28.79,No
S0056023,20251024,PH0114,PR0019,1,54.76,46.88,7.88,Yes
S0056024,20251024,PH0117,PR0003,13,136.08,100.8,35.28,No
S0056025,20251024,PH0119,PR0108,2,31.58,24.81,6.77,No
S0056026,20251025,PH0001,PR0136,3,38.96,25.49,13.47,No
S0056027,20251025,PH0001,PR0035,6,9.65,7.59,2.06,Yes
S0056028,20251025,PH0001,PR0119,4,110.69,89.61,21.08,No
S0056029,20251025,PH0002,PR0120,9,25.08,17.03,8.05,No
S0056030,20251025,PH0010,PR0171,2,176.95,135.49,41.46,No
S0056031,20251025,PH0011,PR0038,11,59.36,41.99,17.37,No
S0056032,20251025,PH0013,PR0079,2,27.24,20.5,6.74,No
S0056033,20251025,PH0013,PR0142,8,528.56,394.84,133.72,No
S0056034,20251025,PH0014,PR0017,6,31.56,21.46,10.1,No
S0056035,20251025,PH0014,PR0132,1,11.83,8.02,3.81,No
S0056036,20251025,PH0015,PR0063,9,36.63,24.04,12.59,No
S0056037,20251025,PH0015,PR0158,12,239.52,150.26,89.26,No
S0056038,20251025,PH0015,PR0113,22,149.16,102.31,46.85,No
S0056039,20251025,PH0016,PR0144,8,190.6,126.04,64.56,No
S0056040,20251025,PH0017,PR0201,11,79.79,58.27,21.52,Yes
S0056041,20251025,PH0017,PR0209,2,80.84,65.19,15.65,No
S0056042,20251025,PH0018,PR0210,18,524.95,317.02,207.93,No
S0056043,20251025,PH0018,PR0052,12,71.65,47.74,23.91,No
S0056044,20251025,PH0019,PR0098,6,191.87,124.86,67.01,No
S0056045,20251025,PH0020,PR0016,16,207.04,141.82,65.22,No
S0056046,20251025,PH0020,PR0118,4,278.0,204.37,73.63,No
S0056047,20251025,PH0023,PR0099,12,319.2,207.08,112.12,No
S0056048,20251025,PH0024,PR0064,3,63.99,45.94,18.05,No
S0056049,20251025,PH0024,PR0015,9,377.74,302.55,75.19,Yes
S0056050,20251025,PH0025,PR0010,13,193.88,131.76,62.12,No
S0056051,20251025,PH0035,PR0196,7,31.36,23.38,7.98,No
S0056052,20251025,PH0036,PR0076,4,186.58,139.9,46.68,No
S0056053,20251025,PH0041,PR0130,17,192.57,156.62,35.95,Yes
S0056054,20251025,PH0044,PR0140,6,146.53,91.95,54.58,No
S0056055,20251025,PH0044,PR0141,5,230.77,179.74,51.03,No
S0056056,20251025,PH0044,PR0147,18,319.07,194.35,124.72,No
S0056057,20251025,PH0045,PR0210,9,299.57,184.41,115.16,No
S0056058,20251025,PH0045,PR0009,2,29.15,21.27,7.88,No
S0056059,20251025,PH0047,PR0081,8,138.68,92.95,45.73,No
S0056060,20251025,PH0049,PR0105,14,146.44,104.15,42.29,No
S0056061,20251025,PH0051,PR0057,2,59.5,46.6,12.9,No
S0056062,20251025,PH0058,PR0164,7,98.43,64.06,34.37,No
S0056063,20251025,PH0059,PR0073,3,51.36,33.04,18.32,No
S0056064,20251025,PH0059,PR0113,8,54.24,37.41,16.83,No
S0056065,20251025,PH0060,PR0157,15,302.74,248.48,54.26,Yes
S0056066,20251025,PH0063,PR0061,13,38.94,27.22,11.72,No
S0056067,20251025,PH0065,PR0064,2,35.55,28.23,7.32,Yes
S0056068,20251025,PH0069,PR0035,13,25.44,17.19,8.25,No
S0056069,20251025,PH0073,PR0076,4,177.86,143.63,34.23,Yes
S0056070,20251025,PH0074,PR0150,3,244.89,191.02,53.87,No
S0056071,20251025,PH0075,PR0101,1,105.45,73.64,31.81,No
S0056072,20251025,PH0075,PR0045,18,111.49,77.79,33.7,No
S0056073,20251025,PH0076,PR0043,3,40.34,28.14,12.2,No
S0056074,20251025,PH0078,PR0216,12,779.11,624.67,154.44,Yes
S0056075,20251025,PH0082,PR0106,1,65.05,52.64,12.41,No
S0056076,20251025,PH0084,PR0197,6,118.51,89.61,28.9,Yes
S0056077,20251025,PH0084,PR0056,3,53.99,37.51,16.48,No
S0056078,20251025,PH0087,PR0085,6,43.44,28.2,15.24,No
S0056079,20251025,PH0093,PR0207,7,49.52,33.81,15.71,No
S0056080,20251025,PH0095,PR0044,8,215.88,133.81,82.07,No
S0056081,20251025,PH0095,PR0115,11,171.29,123.95,47.34,No
S0056082,20251025,PH0095,PR0145,7,586.82,453.16,133.66,No
S0056083,20251025,PH0096,PR0081,12,198.12,128.07,70.05,No
S0056084,20251025,PH0102,PR0067,4,80.2,58.51,21.69,No
S0056085,20251025,PH0103,PR0050,4,34.07,26.25,7.82,No
S0056086,20251025,PH0103,PR0215,2,114.92,93.02,21.9,No
S0056087,20251025,PH0106,PR0018,8,317.84,261.47,56.37,Yes
S0056088,20251025,PH0109,PR0137,5,94.35,62.54,31.81,No
S0056089,20251025,PH0111,PR0160,3,31.77,23.68,8.09,No
S0056090,20251025,PH0111,PR0215,3,165.75,130.08,35.67,No
S0056091,20251025,PH0111,PR0185,3,38.91,31.15,7.76,No
S0056092,20251025,PH0113,PR0100,1,75.15,54.88,20.27,No
S0056093,20251025,PH0118,PR0156,6,99.78,65.25,34.53,No
S0056094,20251025,PH0119,PR0067,2,41.64,29.57,12.07,No
S0056095,20251026,PH0001,PR0012,3,151.82,119.77,32.05,No
S0056096,20251026,PH0002,PR0044,6,160.37,96.49,63.88,No
S0056097,20251026,PH0003,PR0043,8,95.16,67.97,27.19,No
S0056098,20251026,PH0010,PR0126,13,52.76,33.32,19.44,No
S0056099,20251026,PH0012,PR0132,12,140.65,96.94,43.71,No
S0056100,20251026,PH0012,PR0007,3,53.16,33.76,19.4,No
S0056101,20251026,PH0012,PR0022,1,24.78,17.29,7.49,No
S0056102,20251026,PH0013,PR0214,7,124.74,77.53,47.21,No
S0056103,20251026,PH0014,PR0079,3,42.9,32.04,10.86,No
S0056104,20251026,PH0015,PR0139,4,39.52,25.59,13.93,No
S0056105,20251026,PH0015,PR0051,9,560.94,505.85,55.09,Yes
S0056106,20251026,PH0016,PR0106,8,545.7,432.02,113.68,No
S0056107,20251026,PH0019,PR0145,3,258.68,205.32,53.36,No
S0056108,20251026,PH0020,PR0181,10,358.2,271.43,86.77,No
S0056109,20251026,PH0021,PR0145,6,517.36,395.95,121.41,No
S0056110,20251026,PH0021,PR0163,1,118.44,88.14,30.3,No
S0056111,20251026,PH0021,PR0215,1,59.67,47.5,12.17,No
S0056112,20251026,PH0027,PR0112,7,180.18,118.14,62.04,No
S0056113,20251026,PH0027,PR0126,11,45.07,28.08,16.99,No
S0056114,20251026,PH0028,PR0202,3,39.9,27.19,12.71,No
S0056115,20251026,PH0033,PR0141,8,340.56,260.62,79.94,No
S0056116,20251026,PH0034,PR0021,13,178.35,121.51,56.84,No
S0056117,20251026,PH0035,PR0173,4,222.46,169.43,53.03,No
S0056118,20251026,PH0036,PR0053,13,105.25,73.52,31.73,No
S0056119,20251026,PH0038,PR0173,1,63.47,47.83,15.64,No
S0056120,20251026,PH0040,PR0165,10,64.22,41.64,22.58,No
S0056121,20251026,PH0040,PR0145,3,220.36,171.43,48.93,No
S0056122,20251026,PH0043,PR0007,9,161.03,104.33,56.7,No
S0056123,20251026,PH0045,PR0095,12,438.23,328.83,109.4,No
S0056124,20251026,PH0046,PR0179,2,20.2,15.78,4.42,No
S0056125,20251026,PH0046,PR0169,1,34.79,25.51,9.28,No
S0056126,20251026,PH0049,PR0157,6,111.71,76.64,35.07,No
S0056127,20251026,PH0049,PR0004,14,165.22,103.5,61.72,No
S0056128,20251026,PH0051,PR0078,5,89.62,60.55,29.07,No
S0056129,20251026,PH0051,PR0194,1,31.32,23.84,7.48,No
S0056130,20251026,PH0052,PR0189,6,120.26,81.42,38.84,No
S0056131,20251026,PH0052,PR0177,7,71.16,51.64,19.52,No
S0056132,20251026,PH0053,PR0182,4,26.5,16.7,9.8,No
S0056133,20251026,PH0054,PR0089,7,102.81,71.75,31.06,No
S0056134,20251026,PH0055,PR0162,8,27.05,18.82,8.23,No
S0056135,20251026,PH0055,PR0161,3,70.37,57.64,12.73,No
S0056136,20251026,PH0056,PR0131,4,96.75,73.54,23.21,No
S0056137,20251026,PH0056,PR0149,10,55.51,46.22,9.29,Yes
S0056138,20251026,PH0058,PR0077,18,175.54,128.84,46.7,No
S0056139,20251026,PH0062,PR0053,7,58.52,42.79,15.73,No
S0056140,20251026,PH0062,PR0193,5,111.44,79.04,32.4,No
S0056141,20251026,PH0062,PR0111,2,56.22,43.41,12.81,No
S0056142,20251026,PH0064,PR0191,3,138.22,102.44,35.78,No
S0056143,20251026,PH0073,PR0151,19,235.03,154.47,80.56,No
S0056144,20251026,PH0074,PR0114,12,322.36,204.87,117.49,No
S0056145,20251026,PH0076,PR0057,2,79.33,61.64,17.69,No
S0056146,20251026,PH0076,PR0058,4,50.92,35.77,15.15,No
S0056147,20251026,PH0077,PR0178,12,195.72,130.39,65.33,No
S0056148,20251026,PH0077,PR0218,16,274.24,200.31,73.93,No
S0056149,20251026,PH0077,PR0160,6,63.54,47.49,16.05,No
S0056150,20251026,PH0078,PR0116,3,59.3,41.85,17.45,No
S0056151,20251026,PH0078,PR0197,13,281.59,188.95,92.64,No
S0056152,20251026,PH0086,PR0211,3,80.1,62.92,17.18,No
S0056153,20251026,PH0092,PR0006,1,13.74,10.02,3.72,No
S0056154,20251026,PH0094,PR0176,8,84.05,56.03,28.02,No
S0056155,20251026,PH0095,PR0139,8,70.76,52.34,18.42,Yes
S0056156,20251026,PH0095,PR0106,4,265.27,205.89,59.38,No
S0056157,20251026,PH0096,PR0025,9,719.64,517.15,202.49,No
S0056158,20251026,PH0098,PR0212,12,22.32,15.82,6.5,Yes
S0056159,20251026,PH0098,PR0053,9,75.24,53.11,22.13,No
S0056160,20251026,PH0102,PR0212,3,7.36,4.56,2.8,No
S0056161,20251026,PH0104,PR0189,6,120.26,77.6,42.66,No
S0056162,20251026,PH0109,PR0059,10,99.27,72.92,26.35,Yes
S0056163,20251026,PH0112,PR0174,6,55.94,38.76,17.18,No
S0056164,20251026,PH0114,PR0201,9,70.96,46.31,24.65,No
S0056165,20251026,PH0116,PR0092,12,625.42,555.35,70.07,Yes
S0056166,20251026,PH0119,PR0126,7,29.79,18.65,11.14,No
S0056167,20251027,PH0001,PR0012,6,303.64,237.32,66.32,No
S0056168,20251027,PH0002,PR0077,4,37.56,27.56,10.0,No
S0056169,20251027,PH0002,PR0063,11,46.56,31.13,15.43,No
S0056170,20251027,PH0002,PR0208,17,287.12,194.47,92.65,No
S0056171,20251027,PH0004,PR0200,7,41.5,27.7,13.8,No
S0056172,20251027,PH0004,PR0189,9,127.48,95.49,31.99,Yes
S0056173,20251027,PH0004,PR0016,11,111.03,72.39,38.64,No
S0056174,20251027,PH0007,PR0197,2,44.16,29.39,14.77,No
S0056175,20251027,PH0007,PR0155,9,156.96,120.18,36.78,No
S0056176,20251027,PH0008,PR0205,11,198.28,122.24,76.04,No
S0056177,20251027,PH0008,PR0007,6,74.87,55.74,19.13,Yes
S0056178,20251027,PH0012,PR0163,1,114.06,82.81,31.25,No
S0056179,20251027,PH0015,PR0198,8,88.96,55.97,32.99,No
S0056180,20251027,PH0015,PR0174,8,71.04,50.4,20.64,No
S0056181,20251027,PH0016,PR0128,14,348.97,233.14,115.83,No
S0056182,20251027,PH0016,PR0145,3,258.68,203.47,55.21,No
S0056183,20251027,PH0016,PR0187,4,72.36,49.65,22.71,No
S0056184,20251027,PH0018,PR0119,5,134.0,106.99,27.01,No
S0056185,20251027,PH0018,PR0088,4,355.67,277.86,77.81,No
S0056186,20251027,PH0019,PR0092,2,142.69,106.72,35.97,No
S0056187,20251027,PH0020,PR0214,13,231.66,143.95,87.71,No
S0056188,20251027,PH0020,PR0059,4,34.56,25.97,8.59,Yes
S0056189,20251027,PH0021,PR0144,10,238.25,158.84,79.41,No
S0056190,20251027,PH0021,PR0002,9,68.33,49.42,18.91,No
S0056191,20251027,PH0021,PR0211,12,329.57,254.16,75.41,No
S0056192,20251027,PH0021,PR0074,19,43.5,28.87,14.63,No
S0056193,20251027,PH0024,PR0211,4,101.72,79.38,22.34,No
S0056194,20251027,PH0026,PR0073,4,63.0,41.28,21.72,No
S0056195,20251027,PH0028,PR0206,1,4.16,2.98,1.18,No
S0056196,20251027,PH0028,PR0055,5,378.86,301.67,77.19,No
S0056197,20251027,PH0029,PR0063,4,17.09,11.51,5.58,No
S0056198,20251027,PH0029,PR0007,7,125.24,80.35,44.89,No
S0056199,20251027,PH0033,PR0155,17,268.25,193.62,74.63,No
S0056200,20251027,PH0033,PR0149,7,48.01,34.79,13.22,No
S0056201,20251027,PH0036,PR0205,7,133.87,89.92,43.95,Yes
S0056202,20251027,PH0037,PR0168,12,312.1,199.6,112.5,No
S0056203,20251027,PH0039,PR0172,12,305.04,231.83,73.21,No
S0056204,20251027,PH0045,PR0034,11,132.94,90.13,42.81,No
S0056205,20251027,PH0045,PR0185,6,81.71,65.25,16.46,No
S0056206,20251027,PH0049,PR0002,15,82.25,60.86,21.39,No
S0056207,20251027,PH0049,PR0190,12,209.65,151.79,57.86,Yes
S0056208,20251027,PH0053,PR0079,14,200.21,151.16,49.05,No
S0056209,20251027,PH0053,PR0103,6,61.49,45.8,15.69,No
S0056210,20251027,PH0055,PR0116,7,141.05,97.38,43.67,No
S0056211,20251027,PH0055,PR0144,21,486.42,319.84,166.58,No
S0056212,20251027,PH0057,PR0073,7,110.25,69.03,41.22,No
S0056213,20251027,PH0058,PR0209,7,305.58,245.26,60.32,No
S0056214,20251027,PH0058,PR0038,13,79.75,53.27,26.48,No
S0056215,20251027,PH0060,PR0211,1,26.7,21.05,5.65,No
S0056216,20251027,PH0060,PR0016,4,54.35,36.75,17.6,No
S0056217,20251027,PH0061,PR0205,15,329.32,198.59,130.73,No
S0056218,20251027,PH0062,PR0113,4,25.76,17.93,7.83,No
S0056219,20251027,PH0062,PR0026,5,105.5,70.25,35.25,No
S0056220,20251027,PH0063,PR0025,7,582.11,414.82,167.29,No
S0056221,20251027,PH0067,PR0147,6,111.52,69.2,42.32,No
S0056222,20251027,PH0070,PR0161,5,111.7,90.7,21.0,No
S0056223,20251027,PH0071,PR0124,1,48.55,37.02,11.53,No
S0056224,20251027,PH0072,PR0099,9,221.67,151.72,69.95,No
S0056225,20251027,PH0072,PR0193,3,70.38,47.7,22.68,No
S0056226,20251027,PH0073,PR0197,11,231.33,157.74,73.59,No
S0056227,20251027,PH0077,PR0191,3,177.21,133.0,44.21,No
S0056228,20251027,PH0078,PR0092,3,204.13,158.19,45.94,No
S0056229,20251027,PH0078,PR0074,12,26.2,18.41,7.79,No
S0056230,20251027,PH0079,PR0076,1,39.55,29.51,10.04,No
S0056231,20251027,PH0083,PR0026,4,74.34,55.74,18.6,Yes
S0056232,20251027,PH0086,PR0092,2,138.73,107.05,31.68,No
S0056233,20251027,PH0086,PR0157,13,325.83,213.18,112.65,No
S0056234,20251027,PH0087,PR0033,19,291.65,206.02,85.63,No
S0056235,20251027,PH0088,PR0114,2,47.53,28.91,18.62,No
S0056236,20251027,PH0088,PR0011,5,47.84,30.83,17.01,No
S0056237,20251027,PH0088,PR0085,4,26.64,17.98,8.66,No
S0056238,20251027,PH0088,PR0111,7,190.56,147.64,42.92,No
S0056239,20251027,PH0090,PR0112,6,152.95,105.06,47.89,No
S0056240,20251027,PH0091,PR0101,1,114.33,82.2,32.13,No
S0056241,20251027,PH0095,PR0098,18,559.63,351.01,208.62,No
S0056242,20251027,PH0096,PR0182,3,16.46,11.79,4.67,Yes
S0056243,20251027,PH0097,PR0075,12,180.68,129.01,51.67,No
S0056244,20251027,PH0098,PR0157,4,90.71,60.66,30.05,No
S0056245,20251027,PH0099,PR0082,3,70.12,59.18,10.94,Yes
S0056246,20251027,PH0106,PR0108,3,46.05,35.62,10.43,No
S0056247,20251027,PH0109,PR0186,6,121.99,80.98,41.01,No
S0056248,20251027,PH0111,PR0011,2,20.8,14.05,6.75,No
S0056249,20251027,PH0112,PR0045,6,41.08,29.11,11.97,No
S0056250,20251027,PH0112,PR0153,8,122.05,73.61,48.44,No
S0056251,20251027,PH0117,PR0196,19,72.17,52.63,19.54,No
S0056252,20251027,PH0119,PR0182,2,13.63,9.19,4.44,No
S0056253,20251027,PH0119,PR0173,4,261.14,199.57,61.57,No
S0056254,20251027,PH0119,PR0119,7,220.22,179.58,40.64,No
S0056255,20251027,PH0120,PR0177,6,56.26,39.83,16.43,No
S0056256,20251027,PH0120,PR0093,12,163.59,117.74,45.85,No
S0056257,20251027,PH0120,PR0064,6,121.58,87.59,33.99,No
S0056258,20251028,PH0001,PR0042,19,117.51,82.27,35.24,No
S0056259,20251028,PH0002,PR0125,11,311.51,204.76,106.75,No
S0056260,20251028,PH0003,PR0007,4,62.71,42.74,19.97,No
S0056261,20251028,PH0004,PR0009,3,32.48,23.36,9.12,No
S0056262,20251028,PH0009,PR0131,1,26.73,20.15,6.58,No
S0056263,20251028,PH0010,PR0119,5,150.02,122.64,27.38,No
S0056264,20251028,PH0015,PR0113,8,47.9,36.15,11.75,Yes
S0056265,20251028,PH0016,PR0210,12,338.12,238.13,99.99,Yes
S0056266,20251028,PH0016,PR0020,13,239.38,151.5,87.88,No
S0056267,20251028,PH0017,PR0064,7,149.31,111.23,38.08,No
S0056268,20251028,PH0018,PR0144,6,121.77,82.32,39.45,No
S0056269,20251028,PH0019,PR0186,17,362.43,250.54,111.89,No
S0056270,20251028,PH0019,PR0014,9,109.54,84.38,25.16,Yes
S0056271,20251028,PH0020,PR0168,7,173.39,110.42,62.97,No
S0056272,20251028,PH0022,PR0075,8,111.19,89.44,21.75,Yes
S0056273,20251028,PH0022,PR0059,1,11.15,7.33,3.82,No
S0056274,20251028,PH0024,PR0168,11,272.47,167.43,105.04,No
S0056275,20251028,PH0024,PR0149,16,115.52,83.47,32.05,No
S0056276,20251028,PH0025,PR0082,3,61.23,51.83,9.4,Yes
S0056277,20251028,PH0025,PR0162,13,32.65,23.14,9.51,No
S0056278,20251028,PH0026,PR0119,7,187.6,149.47,38.13,No
S0056279,20251028,PH0027,PR0179,3,31.51,23.59,7.92,No
S0056280,20251028,PH0027,PR0130,4,59.65,38.89,20.76,No
S0056281,20251028,PH0028,PR0111,1,28.11,21.88,6.23,No
S0056282,20251028,PH0030,PR0153,5,56.67,32.8,23.87,No
S0056283,20251028,PH0030,PR0205,3,54.08,32.07,22.01,No
S0056284,20251028,PH0033,PR0114,10,245.38,144.39,100.99,No
S0056285,20251028,PH0034,PR0063,13,54.5,35.07,19.43,No
S0056286,20251028,PH0037,PR0160,2,22.24,16.74,5.5,No
S0056287,20251028,PH0038,PR0186,4,82.91,57.11,25.8,No
S0056288,20251028,PH0038,PR0120,10,28.14,19.36,8.78,No
S0056289,20251028,PH0039,PR0123,3,142.71,113.96,28.75,No
S0056290,20251028,PH0040,PR0125,2,50.1,32.97,17.13,No
S0056291,20251028,PH0040,PR0159,4,34.94,27.91,7.03,Yes
S0056292,20251028,PH0041,PR0095,4,132.16,99.54,32.62,No
S0056293,20251028,PH0044,PR0218,9,158.89,115.34,43.55,No
S0056294,20251028,PH0046,PR0084,4,72.44,51.04,21.4,No
S0056295,20251028,PH0047,PR0001,2,21.29,16.13,5.16,No
S0056296,20251028,PH0048,PR0058,6,73.44,52.96,20.48,No
S0056297,20251028,PH0049,PR0054,5,36.89,25.25,11.64,No
S0056298,20251028,PH0049,PR0140,8,147.95,91.65,56.3,No
S0056299,20251028,PH0055,PR0051,4,305.21,244.68,60.53,No
S0056300,20251028,PH0059,PR0108,2,29.24,22.58,6.66,No
S0056301,20251028,PH0062,PR0012,5,253.03,199.43,53.6,No
S0056302,20251028,PH0062,PR0172,1,24.15,18.88,5.27,No
S0056303,20251028,PH0063,PR0051,9,680.19,537.11,143.08,No
S0056304,20251028,PH0064,PR0044,4,80.18,51.33,28.85,No
S0056305,20251028,PH0065,PR0105,10,123.37,88.73,34.64,No
S0056306,20251028,PH0065,PR0191,6,326.07,239.34,86.73,No
S0056307,20251028,PH0066,PR0051,4,302.31,239.21,63.1,No
S0056308,20251028,PH0066,PR0128,12,288.04,183.8,104.24,No
S0056309,20251028,PH0073,PR0060,4,288.92,236.48,52.44,No
S0056310,20251028,PH0073,PR0176,9,121.23,84.54,36.69,No
S0056311,20251028,PH0074,PR0013,9,157.9,109.6,48.3,No
S0056312,20251028,PH0074,PR0201,3,26.74,17.52,9.22,No
S0056313,20251028,PH0078,PR0212,12,29.17,17.28,11.89,No
S0056314,20251028,PH0079,PR0022,1,18.59,13.32,5.27,No
S0056315,20251028,PH0079,PR0067,6,90.23,64.73,25.5,No
S0056316,20251028,PH0079,PR0022,1,18.59,12.94,5.65,No
S0056317,20251028,PH0080,PR0080,5,237.78,193.77,44.01,No
S0056318,20251028,PH0081,PR0189,4,81.73,53.21,28.52,No
S0056319,20251028,PH0082,PR0139,3,30.53,19.4,11.13,No
S0056320,20251028,PH0083,PR0196,7,35.11,25.11,10.0,No
S0056321,20251028,PH0084,PR0084,3,46.19,38.64,7.55,Yes
S0056322,20251028,PH0085,PR0083,6,71.93,45.67,26.26,No
S0056323,20251028,PH0085,PR0080,11,637.14,512.24,124.9,No
S0056324,20251028,PH0085,PR0093,10,136.32,92.32,44.0,No
S0056325,20251028,PH0085,PR0079,13,168.21,120.23,47.98,No
S0056326,20251028,PH0088,PR0120,13,26.88,20.99,5.89,Yes
S0056327,20251028,PH0088,PR0129,1,10.32,8.2,2.12,No
S0056328,20251028,PH0088,PR0019,6,354.88,275.22,79.66,No
S0056329,20251028,PH0093,PR0213,11,244.86,199.31,45.55,Yes
S0056330,20251028,PH0095,PR0192,11,386.69,255.69,131.0,No
S0056331,20251028,PH0097,PR0130,6,90.34,62.17,28.17,No
S0056332,20251028,PH0097,PR0147,10,180.71,112.84,67.87,No
S0056333,20251028,PH0098,PR0137,4,69.62,46.09,23.53,No
S0056334,20251028,PH0099,PR0056,5,85.7,59.53,26.17,No
S0056335,20251028,PH0100,PR0057,2,71.55,62.45,9.1,Yes
S0056336,20251028,PH0101,PR0024,18,337.55,230.85,106.7,No
S0056337,20251028,PH0101,PR0141,5,235.25,176.2,59.05,No
S0056338,20251028,PH0103,PR0077,5,46.96,34.08,12.88,No
S0056339,20251028,PH0104,PR0002,7,50.69,37.49,13.2,No
S0056340,20251028,PH0105,PR0004,8,114.99,71.86,43.13,No
S0056341,20251028,PH0105,PR0105,21,267.53,193.99,73.54,No
S0056342,20251028,PH0105,PR0194,1,38.14,29.86,8.28,No
S0056343,20251028,PH0107,PR0038,7,37.77,26.4,11.37,No
S0056344,20251028,PH0108,PR0155,9,153.97,114.3,39.67,No
S0056345,20251028,PH0109,PR0216,6,416.41,315.82,100.59,No
S0056346,20251028,PH0110,PR0002,5,37.96,28.53,9.43,No
S0056347,20251028,PH0110,PR0042,7,49.22,34.91,14.31,No
S0056348,20251028,PH0112,PR0154,1,96.08,69.65,26.43,No
S0056349,20251028,PH0112,PR0052,5,29.23,22.72,6.51,Yes
S0056350,20251028,PH0114,PR0091,17,305.61,197.99,107.62,No
S0056351,20251028,PH0116,PR0137,11,191.44,131.79,59.65,No
S0056352,20251028,PH0116,PR0164,1,10.66,7.62,3.04,Yes
S0056353,20251028,PH0117,PR0091,11,144.75,103.56,41.19,Yes
S0056354,20251028,PH0119,PR0114,10,278.96,168.37,110.59,No
S0056355,20251029,PH0002,PR0035,10,21.42,14.17,7.25,No
S0056356,20251029,PH0002,PR0176,6,84.05,57.81,26.24,No
S0056357,20251029,PH0006,PR0136,6,69.66,52.05,17.61,Yes
S0056358,20251029,PH0007,PR0158,11,230.54,147.98,82.56,No
S0056359,20251029,PH0007,PR0021,11,153.85,103.37,50.48,No
S0056360,20251029,PH0008,PR0061,6,12.78,9.49,3.29,Yes
S0056361,20251029,PH0011,PR0078,18,392.96,261.17,131.79,No
S0056362,20251029,PH0016,PR0113,7,51.26,34.83,16.43,No
S0056363,20251029,PH0019,PR0072,3,90.17,57.28,32.89,No
S0056364,20251029,PH0020,PR0002,5,35.15,25.05,10.1,No
S0056365,20251029,PH0022,PR0022,1,25.74,17.68,8.06,No
S0056366,20251029,PH0023,PR0171,5,463.86,364.97,98.89,No
S0056367,20251029,PH0023,PR0215,6,312.17,282.87,29.3,Yes
S0056368,20251029,PH0023,PR0037,5,22.68,14.85,7.83,No
S0056369,20251029,PH0024,PR0132,8,90.16,65.37,24.79,No
S0056370,20251029,PH0024,PR0012,3,159.81,123.22,36.59,No
S0056371,20251029,PH0028,PR0132,5,53.53,36.86,16.67,No
S0056372,20251029,PH0028,PR0139,13,122.02,82.08,39.94,No
S0056373,20251029,PH0029,PR0055,4,334.99,265.85,69.14,No
S0056374,20251029,PH0029,PR0163,1,115.15,82.57,32.58,No
S0056375,20251029,PH0032,PR0095,3,104.34,78.97,25.37,No
S0056376,20251029,PH0033,PR0186,17,318.8,212.64,106.16,No
S0056377,20251029,PH0034,PR0183,8,94.35,63.96,30.39,No
S0056378,20251029,PH0034,PR0124,1,52.64,40.37,12.27,No
S0056379,20251029,PH0034,PR0035,9,19.1,13.13,5.97,No
S0056380,20251029,PH0038,PR0142,5,346.87,267.55,79.32,No
S0056381,20251029,PH0040,PR0117,3,14.08,9.8,4.28,No
S0056382,20251029,PH0040,PR0178,2,24.59,18.13,6.46,Yes
S0056383,20251029,PH0043,PR0073,7,125.83,76.79,49.04,No
S0056384,20251029,PH0044,PR0056,13,229.5,158.22,71.28,No
S0056385,20251029,PH0044,PR0077,19,153.26,130.45,22.81,Yes
S0056386,20251029,PH0044,PR0204,11,85.56,69.41,16.15,Yes
S0056387,20251029,PH0045,PR0197,2,44.16,30.23,13.93,No
S0056388,20251029,PH0048,PR0078,6,137.88,94.27,43.61,No
S0056389,20251029,PH0050,PR0033,4,66.31,46.92,19.39,No
S0056390,20251029,PH0051,PR0200,2,11.86,8.24,3.62,No
S0056391,20251029,PH0051,PR0009,11,119.09,87.85,31.24,No
S0056392,20251029,PH0051,PR0081,12,154.53,104.22,50.31,No
S0056393,20251029,PH0053,PR0216,5,353.75,261.74,92.01,No
S0056394,20251029,PH0053,PR0018,7,296.65,227.63,69.02,No
S0056395,20251029,PH0053,PR0083,25,331.27,216.43,114.84,No
