SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag,Profit_Margin_Pct,ASP,Margin_Tier
S0053344,20250924,PH0032,PR0011,11,114.4,74.85,39.55,No,34.57,10.4,High Margin
S0053345,20250924,PH0033,PR0204,10,88.73,59.94,28.79,No,32.45,8.87,High Margin
S0053346,20250924,PH0034,PR0142,4,272.21,207.11,65.1,No,23.92,68.05,Medium Margin
S0053347,20250924,PH0034,PR0025,7,576.51,413.73,162.78,No,28.24,82.36,Medium Margin
S0053348,20250924,PH0034,PR0011,10,92.49,68.47,24.02,Yes,25.97,9.25,Medium Margin
S0053349,20250924,PH0034,PR0073,8,141.07,88.59,52.48,No,37.2,17.63,High Margin
S0053350,20250924,PH0036,PR0196,19,85.13,60.63,24.5,No,28.78,4.48,Medium Margin
S0053351,20250924,PH0037,PR0100,6,450.89,347.06,103.83,No,23.03,75.15,Medium Margin
S0053352,20250924,PH0040,PR0091,13,233.7,142.41,91.29,No,39.06,17.98,High Margin
S0053353,20250924,PH0041,PR0172,7,169.04,131.26,37.78,No,22.35,24.15,Medium Margin
S0053354,20250924,PH0042,PR0001,1,10.95,8.13,2.82,No,25.75,10.95,Medium Margin
S0053355,20250924,PH0042,PR0037,9,40.82,26.35,14.47,No,35.45,4.54,High Margin
S0053356,20250924,PH0042,PR0066,16,189.22,128.58,60.64,No,32.05,11.83,High Margin
S0053357,20250924,PH0042,PR0160,1,11.44,8.71,2.73,No,23.86,11.44,Medium Margin
S0053358,20250924,PH0043,PR0215,2,116.03,90.59,25.44,No,21.93,58.02,Medium Margin
S0053359,20250924,PH0047,PR0132,2,23.67,16.2,7.47,No,31.56,11.84,High Margin
S0053360,20250924,PH0048,PR0012,1,53.27,42.35,10.92,No,20.5,53.27,Medium Margin
S0053361,20250924,PH0051,PR0080,5,237.78,196.02,41.76,No,17.56,47.56,Medium Margin
S0053362,20250924,PH0053,PR0194,3,126.47,101.02,25.45,No,20.12,42.16,Medium Margin
S0053363,20250924,PH0053,PR0219,12,586.66,445.98,140.68,No,23.98,48.89,Medium Margin
S0053364,20250924,PH0054,PR0077,10,93.01,69.43,23.58,No,25.35,9.3,Medium Margin
S0053365,20250924,PH0055,PR0093,17,256.15,173.4,82.75,No,32.31,15.07,High Margin
S0053366,20250924,PH0057,PR0097,1,9.18,6.32,2.86,No,31.15,9.18,High Margin
S0053367,20250924,PH0061,PR0032,2,54.17,39.75,14.42,No,26.62,27.08,Medium Margin
S0053368,20250924,PH0067,PR0101,1,119.88,82.24,37.64,No,31.4,119.88,High Margin
S0053369,20250924,PH0069,PR0205,8,161.27,109.81,51.46,Yes,31.91,20.16,High Margin
S0053370,20250924,PH0071,PR0039,8,160.64,116.92,43.72,Yes,27.22,20.08,Medium Margin
S0053371,20250924,PH0072,PR0214,7,124.74,77.39,47.35,No,37.96,17.82,High Margin
S0053372,20250924,PH0072,PR0080,2,121.94,100.61,21.33,No,17.49,60.97,Medium Margin
S0053373,20250924,PH0072,PR0136,8,109.36,73.7,35.66,No,32.61,13.67,High Margin
S0053374,20250924,PH0075,PR0069,2,211.05,153.53,57.52,No,27.25,105.52,Medium Margin
S0053375,20250924,PH0076,PR0211,2,52.89,40.98,11.91,No,22.52,26.44,Medium Margin
S0053376,20250924,PH0076,PR0142,6,412.28,314.0,98.28,No,23.84,68.71,Medium Margin
S0053377,20250924,PH0077,PR0010,14,267.68,182.64,85.04,No,31.77,19.12,High Margin
S0053378,20250924,PH0078,PR0191,6,365.05,261.94,103.11,No,28.25,60.84,Medium Margin
S0053379,20250924,PH0078,PR0073,4,59.14,43.59,15.55,Yes,26.29,14.78,Medium Margin
S0053380,20250924,PH0083,PR0045,8,53.72,38.2,15.52,No,28.89,6.72,Medium Margin
S0053381,20250924,PH0083,PR0136,6,69.26,54.93,14.33,Yes,20.69,11.54,Medium Margin
S0053382,20250924,PH0085,PR0099,14,327.58,216.66,110.92,No,33.86,23.4,High Margin
S0053383,20250924,PH0085,PR0018,1,36.27,29.68,6.59,Yes,18.17,36.27,Medium Margin
S0053384,20250924,PH0089,PR0108,1,13.89,10.73,3.16,No,22.75,13.89,Medium Margin
S0053385,20250924,PH0089,PR0043,8,98.27,70.87,27.4,No,27.88,12.28,Medium Margin
S0053386,20250924,PH0093,PR0074,12,23.4,15.57,7.83,No,33.46,1.95,High Margin
S0053387,20250924,PH0095,PR0144,4,92.65,59.8,32.85,No,35.46,23.16,High Margin
S0053388,20250924,PH0095,PR0072,6,175.33,108.92,66.41,No,37.88,29.22,High Margin
S0053389,20250924,PH0095,PR0082,3,87.13,66.23,20.9,No,23.99,29.04,Medium Margin
S0053390,20250924,PH0095,PR0126,19,78.6,49.39,29.21,No,37.16,4.14,High Margin
S0053391,20250924,PH0101,PR0103,15,153.72,115.29,38.43,No,25.0,10.25,Medium Margin
S0053392,20250924,PH0101,PR0105,5,70.4,48.11,22.29,No,31.66,14.08,High Margin
S0053393,20250924,PH0101,PR0003,18,253.64,182.34,71.3,No,28.11,14.09,Medium Margin
S0053394,20250924,PH0104,PR0181,3,110.68,84.5,26.18,No,23.65,36.89,Medium Margin
S0053395,20250924,PH0106,PR0162,19,64.24,42.98,21.26,No,33.09,3.38,High Margin
S0053396,20250924,PH0106,PR0024,18,337.55,228.86,108.69,No,32.2,18.75,High Margin
S0053397,20250924,PH0108,PR0131,4,104.9,76.09,28.81,No,27.46,26.22,Medium Margin
S0053398,20250924,PH0113,PR0215,6,348.08,277.7,70.38,No,20.22,58.01,Medium Margin
S0053399,20250924,PH0114,PR0073,8,126.0,77.91,48.09,No,38.17,15.75,High Margin
S0053400,20250924,PH0116,PR0084,4,68.82,46.31,22.51,No,32.71,17.2,High Margin
S0053401,20250924,PH0117,PR0169,2,54.27,38.0,16.27,No,29.98,27.14,Medium Margin
S0053402,20250924,PH0117,PR0220,5,64.51,41.99,22.52,No,34.91,12.9,High Margin
S0053403,20250924,PH0119,PR0194,3,130.09,102.45,27.64,No,21.25,43.36,Medium Margin
S0053404,20250925,PH0002,PR0211,3,79.34,62.23,17.11,No,21.57,26.45,Medium Margin
S0053405,20250925,PH0003,PR0150,5,361.05,279.81,81.24,No,22.5,72.21,Medium Margin
S0053406,20250925,PH0005,PR0135,10,165.75,114.22,51.53,No,31.09,16.58,High Margin
S0053407,20250925,PH0007,PR0204,3,29.42,20.7,8.72,No,29.64,9.81,Medium Margin
S0053408,20250925,PH0007,PR0073,4,71.9,47.07,24.83,No,34.53,17.98,High Margin
S0053409,20250925,PH0007,PR0114,5,135.61,82.0,53.61,No,39.53,27.12,High Margin
S0053410,20250925,PH0010,PR0176,10,138.74,98.74,40.0,No,28.83,13.87,Medium Margin
S0053411,20250925,PH0011,PR0130,8,108.98,74.84,34.14,No,31.33,13.62,High Margin
S0053412,20250925,PH0015,PR0122,1,101.25,69.23,32.02,No,31.62,101.25,High Margin
S0053413,20250925,PH0015,PR0158,6,119.76,75.35,44.41,No,37.08,19.96,High Margin
S0053414,20250925,PH0015,PR0217,8,90.4,57.98,32.42,No,35.86,11.3,High Margin
S0053415,20250925,PH0015,PR0112,3,74.25,48.53,25.72,No,34.64,24.75,High Margin
S0053416,20250925,PH0016,PR0205,5,124.79,76.08,48.71,No,39.03,24.96,High Margin
S0053417,20250925,PH0016,PR0073,3,55.47,34.38,21.09,No,38.02,18.49,High Margin
S0053418,20250925,PH0016,PR0131,1,25.35,21.5,3.85,Yes,15.19,25.35,Medium Margin
S0053419,20250925,PH0020,PR0162,7,22.54,15.44,7.1,No,31.5,3.22,High Margin
S0053420,20250925,PH0021,PR0005,7,108.03,76.52,31.51,No,29.17,15.43,Medium Margin
S0053421,20250925,PH0021,PR0002,14,106.29,75.48,30.81,No,28.99,7.59,Medium Margin
S0053422,20250925,PH0023,PR0181,7,270.8,204.62,66.18,No,24.44,38.69,Medium Margin
S0053423,20250925,PH0024,PR0071,10,188.5,122.11,66.39,No,35.22,18.85,High Margin
S0053424,20250925,PH0025,PR0181,1,27.94,21.38,6.56,No,23.48,27.94,Medium Margin
S0053425,20250925,PH0026,PR0056,4,63.08,43.61,19.47,No,30.87,15.77,High Margin
S0053426,20250925,PH0026,PR0139,6,54.54,37.17,17.37,No,31.85,9.09,High Margin
S0053427,20250925,PH0026,PR0208,2,27.97,20.79,7.18,Yes,25.67,13.98,Medium Margin
S0053428,20250925,PH0029,PR0078,7,168.9,113.56,55.34,No,32.76,24.13,High Margin
S0053429,20250925,PH0033,PR0129,2,21.32,17.19,4.13,No,19.37,10.66,Medium Margin
S0053430,20250925,PH0037,PR0204,15,130.09,100.49,29.6,Yes,22.75,8.67,Medium Margin
S0053431,20250925,PH0037,PR0009,8,116.59,86.36,30.23,No,25.93,14.57,Medium Margin
S0053432,20250925,PH0039,PR0170,4,98.32,63.95,34.37,No,34.96,24.58,High Margin
S0053433,20250925,PH0039,PR0193,6,140.76,95.7,45.06,No,32.01,23.46,High Margin
S0053434,20250925,PH0039,PR0106,5,315.8,245.77,70.03,No,22.18,63.16,Medium Margin
S0053435,20250925,PH0041,PR0053,15,125.4,88.98,36.42,No,29.04,8.36,Medium Margin
S0053436,20250925,PH0041,PR0089,8,108.38,78.65,29.73,No,27.43,13.55,Medium Margin
S0053437,20250925,PH0043,PR0043,9,122.19,89.15,33.04,No,27.04,13.58,Medium Margin
S0053438,20250925,PH0045,PR0132,15,177.5,126.64,50.86,No,28.65,11.83,Medium Margin
S0053439,20250925,PH0047,PR0165,12,87.95,59.47,28.48,No,32.38,7.33,High Margin
S0053440,20250925,PH0048,PR0121,2,110.42,87.15,23.27,No,21.07,55.21,Medium Margin
S0053441,20250925,PH0049,PR0178,9,114.5,73.07,41.43,No,36.18,12.72,High Margin
S0053442,20250925,PH0051,PR0093,21,210.95,171.31,39.64,Yes,18.79,10.05,Medium Margin
S0053443,20250925,PH0051,PR0052,15,75.93,52.05,23.88,No,31.45,5.06,High Margin
S0053444,20250925,PH0054,PR0064,5,109.85,80.6,29.25,No,26.63,21.97,Medium Margin
S0053445,20250925,PH0054,PR0101,6,685.98,494.0,191.98,No,27.99,114.33,Medium Margin
S0053446,20250925,PH0055,PR0147,3,54.21,31.99,22.22,No,40.99,18.07,High Margin
S0053447,20250925,PH0056,PR0165,22,145.88,91.97,53.91,No,36.96,6.63,High Margin
S0053448,20250925,PH0057,PR0183,4,42.14,29.43,12.71,No,30.16,10.54,High Margin
S0053449,20250925,PH0060,PR0089,3,44.92,32.09,12.83,No,28.56,14.97,Medium Margin
S0053450,20250925,PH0061,PR0037,7,27.93,19.04,8.89,No,31.83,3.99,High Margin
S0053451,20250925,PH0061,PR0053,16,116.78,94.7,22.08,Yes,18.91,7.3,Medium Margin
S0053452,20250925,PH0062,PR0165,10,66.31,41.82,24.49,No,36.93,6.63,High Margin
S0053453,20250925,PH0062,PR0191,4,224.47,166.69,57.78,No,25.74,56.12,Medium Margin
S0053454,20250925,PH0066,PR0060,5,375.6,301.39,74.21,No,19.76,75.12,Medium Margin
S0053455,20250925,PH0068,PR0043,3,30.26,20.86,9.4,No,31.06,10.09,High Margin
S0053456,20250925,PH0069,PR0220,5,78.56,50.82,27.74,No,35.31,15.71,High Margin
S0053457,20250925,PH0069,PR0202,7,93.1,63.5,29.6,No,31.79,13.3,High Margin
S0053458,20250925,PH0071,PR0176,6,76.78,54.5,22.28,No,29.02,12.8,Medium Margin
S0053459,20250925,PH0071,PR0215,3,157.46,125.82,31.64,No,20.09,52.49,Medium Margin
S0053460,20250925,PH0072,PR0108,2,29.24,22.84,6.4,No,21.89,14.62,Medium Margin
S0053461,20250925,PH0073,PR0046,15,62.1,37.75,24.35,No,39.21,4.14,High Margin
S0053462,20250925,PH0075,PR0140,10,225.25,133.61,91.64,No,40.68,22.52,High Margin
S0053463,20250925,PH0076,PR0098,6,184.77,118.59,66.18,No,35.82,30.8,High Margin
S0053464,20250925,PH0078,PR0201,11,97.1,61.8,35.3,No,36.35,8.83,High Margin
S0053465,20250925,PH0083,PR0081,10,170.05,113.8,56.25,No,33.08,17.01,High Margin
S0053466,20250925,PH0083,PR0113,17,118.72,78.63,40.09,No,33.77,6.98,High Margin
S0053467,20250925,PH0085,PR0032,7,189.59,139.53,50.06,No,26.4,27.08,Medium Margin
S0053468,20250925,PH0086,PR0090,6,88.45,53.42,35.03,No,39.6,14.74,High Margin
S0053469,20250925,PH0092,PR0016,5,66.64,43.58,23.06,No,34.6,13.33,High Margin
S0053470,20250925,PH0093,PR0013,1,13.63,10.06,3.57,Yes,26.19,13.63,Medium Margin
S0053471,20250925,PH0094,PR0034,11,98.76,69.29,29.47,No,29.84,8.98,Medium Margin
S0053472,20250925,PH0095,PR0217,13,154.25,100.35,53.9,No,34.94,11.87,High Margin
S0053473,20250925,PH0095,PR0088,5,507.41,392.1,115.31,No,22.73,101.48,Medium Margin
S0053474,20250925,PH0097,PR0019,4,230.09,204.71,25.38,Yes,11.03,57.52,Low Margin
S0053475,20250925,PH0100,PR0053,8,70.4,51.25,19.15,No,27.2,8.8,Medium Margin
S0053476,20250925,PH0101,PR0032,3,89.81,68.11,21.7,No,24.16,29.94,Medium Margin
S0053477,20250925,PH0101,PR0129,2,23.56,18.29,5.27,No,22.37,11.78,Medium Margin
S0053478,20250925,PH0102,PR0041,3,225.83,162.52,63.31,No,28.03,75.28,Medium Margin
S0053479,20250925,PH0102,PR0196,10,50.65,36.18,14.47,No,28.57,5.06,Medium Margin
S0053480,20250925,PH0103,PR0144,4,91.77,60.6,31.17,No,33.97,22.94,High Margin
S0053481,20250925,PH0103,PR0116,6,119.75,82.94,36.81,No,30.74,19.96,High Margin
S0053482,20250925,PH0104,PR0181,6,221.37,169.09,52.28,No,23.62,36.9,Medium Margin
S0053483,20250925,PH0108,PR0097,4,41.12,27.72,13.4,No,32.59,10.28,High Margin
S0053484,20250925,PH0108,PR0141,1,46.15,35.71,10.44,No,22.62,46.15,Medium Margin
S0053485,20250925,PH0109,PR0197,8,173.29,115.55,57.74,No,33.32,21.66,High Margin
S0053486,20250925,PH0110,PR0090,12,181.96,108.69,73.27,No,40.27,15.16,High Margin
S0053487,20250925,PH0111,PR0123,2,95.14,75.42,19.72,No,20.73,47.57,Medium Margin
S0053488,20250925,PH0114,PR0020,9,141.17,90.81,50.36,No,35.67,15.69,High Margin
S0053489,20250925,PH0116,PR0162,3,9.18,6.33,2.85,No,31.05,3.06,High Margin
S0053490,20250925,PH0117,PR0186,10,153.97,104.88,49.09,No,31.88,15.4,High Margin
S0053491,20250925,PH0119,PR0026,20,479.74,306.38,173.36,No,36.14,23.99,High Margin
S0053492,20250925,PH0119,PR0181,3,116.06,89.97,26.09,No,22.48,38.69,Medium Margin
S0053493,20250926,PH0001,PR0039,15,325.33,213.13,112.2,No,34.49,21.69,High Margin
S0053494,20250926,PH0002,PR0038,2,11.81,8.25,3.56,No,30.14,5.9,High Margin
S0053495,20250926,PH0003,PR0159,13,138.5,94.72,43.78,No,31.61,10.65,High Margin
S0053496,20250926,PH0004,PR0003,10,104.68,75.1,29.58,No,28.26,10.47,Medium Margin
S0053497,20250926,PH0007,PR0141,12,564.61,437.5,127.11,No,22.51,47.05,Medium Margin
S0053498,20250926,PH0007,PR0118,4,291.9,211.26,80.64,No,27.63,72.97,Medium Margin
S0053499,20250926,PH0008,PR0066,21,179.36,115.42,63.94,No,35.65,8.54,High Margin
S0053500,20250926,PH0010,PR0193,15,362.46,252.92,109.54,No,30.22,24.16,High Margin
S0053501,20250926,PH0011,PR0216,1,64.01,47.79,16.22,No,25.34,64.01,Medium Margin
S0053502,20250926,PH0011,PR0073,10,162.64,100.5,62.14,No,38.21,16.26,High Margin
S0053503,20250926,PH0015,PR0082,3,82.98,63.46,19.52,No,23.52,27.66,Medium Margin
S0053504,20250926,PH0015,PR0181,2,71.64,54.61,17.03,No,23.77,35.82,Medium Margin
S0053505,20250926,PH0018,PR0119,12,321.6,263.8,57.8,No,17.97,26.8,Medium Margin
S0053506,20250926,PH0018,PR0141,3,123.68,95.58,28.1,No,22.72,41.23,Medium Margin
S0053507,20250926,PH0018,PR0025,6,441.38,315.88,125.5,No,28.43,73.56,Medium Margin
S0053508,20250926,PH0023,PR0100,3,231.89,171.0,60.89,No,26.26,77.3,Medium Margin
S0053509,20250926,PH0026,PR0190,9,206.92,131.82,75.1,No,36.29,22.99,High Margin
S0053510,20250926,PH0027,PR0210,2,60.08,40.14,19.94,Yes,33.19,30.04,High Margin
S0053511,20250926,PH0029,PR0033,5,80.59,58.47,22.12,No,27.45,16.12,Medium Margin
S0053512,20250926,PH0029,PR0042,6,41.01,29.36,11.65,No,28.41,6.84,Medium Margin
S0053513,20250926,PH0029,PR0121,1,57.97,46.33,11.64,No,20.08,57.97,Medium Margin
S0053514,20250926,PH0029,PR0198,5,58.38,34.86,23.52,No,40.29,11.68,High Margin
S0053515,20250926,PH0030,PR0018,3,78.67,71.41,7.26,Yes,9.23,26.22,Low Margin
S0053516,20250926,PH0032,PR0123,4,190.28,153.23,37.05,No,19.47,47.57,Medium Margin
S0053517,20250926,PH0034,PR0098,4,101.61,75.33,26.28,Yes,25.86,25.4,Medium Margin
S0053518,20250926,PH0036,PR0018,6,222.79,175.43,47.36,No,21.26,37.13,Medium Margin
S0053519,20250926,PH0036,PR0015,3,123.95,92.21,31.74,No,25.61,41.32,Medium Margin
S0053520,20250926,PH0037,PR0057,4,160.19,126.43,33.76,No,21.07,40.05,Medium Margin
S0053521,20250926,PH0050,PR0062,2,128.67,99.91,28.76,No,22.35,64.33,Medium Margin
S0053522,20250926,PH0051,PR0066,5,42.7,27.7,15.0,No,35.13,8.54,High Margin
S0053523,20250926,PH0053,PR0053,9,83.16,57.95,25.21,No,30.32,9.24,High Margin
S0053524,20250926,PH0053,PR0206,19,78.27,62.29,15.98,Yes,20.42,4.12,Medium Margin
S0053525,20250926,PH0054,PR0151,2,25.48,16.44,9.04,No,35.48,12.74,High Margin
S0053526,20250926,PH0055,PR0046,5,21.73,13.79,7.94,No,36.54,4.35,High Margin
S0053527,20250926,PH0055,PR0207,13,104.97,72.39,32.58,No,31.04,8.07,High Margin
S0053528,20250926,PH0057,PR0211,3,70.19,55.66,14.53,No,20.7,23.4,Medium Margin
S0053529,20250926,PH0058,PR0075,2,30.97,22.32,8.65,No,27.93,15.48,Medium Margin
S0053530,20250926,PH0059,PR0171,3,218.89,198.09,20.8,Yes,9.5,72.96,Low Margin
S0053531,20250926,PH0061,PR0050,17,132.27,100.37,31.9,No,24.12,7.78,Medium Margin
S0053532,20250926,PH0066,PR0161,2,46.47,37.21,9.26,No,19.93,23.24,Medium Margin
S0053533,20250926,PH0068,PR0022,1,18.59,13.42,5.17,No,27.81,18.59,Medium Margin
S0053534,20250926,PH0069,PR0084,9,154.84,107.28,47.56,No,30.72,17.2,High Margin
S0053535,20250926,PH0069,PR0074,7,14.1,9.5,4.6,No,32.62,2.01,High Margin
S0053536,20250926,PH0069,PR0183,7,76.14,52.4,23.74,No,31.18,10.88,High Margin
S0053537,20250926,PH0070,PR0113,14,94.92,66.3,28.62,No,30.15,6.78,High Margin
S0053538,20250926,PH0073,PR0156,13,216.19,139.58,76.61,No,35.44,16.63,High Margin
S0053539,20250926,PH0073,PR0163,2,219.34,155.73,63.61,No,29.0,109.67,Medium Margin
S0053540,20250926,PH0074,PR0082,3,86.3,66.71,19.59,No,22.7,28.77,Medium Margin
S0053541,20250926,PH0078,PR0126,8,29.33,21.06,8.27,Yes,28.2,3.67,Medium Margin
S0053542,20250926,PH0078,PR0037,23,99.5,68.7,30.8,No,30.95,4.33,High Margin
S0053543,20250926,PH0078,PR0118,11,787.44,568.62,218.82,No,27.79,71.59,Medium Margin
S0053544,20250926,PH0084,PR0052,10,68.15,43.32,24.83,No,36.43,6.82,High Margin
S0053545,20250926,PH0085,PR0207,13,94.97,62.23,32.74,No,34.47,7.31,High Margin
S0053546,20250926,PH0085,PR0075,10,129.4,98.42,30.98,Yes,23.94,12.94,Medium Margin
S0053547,20250926,PH0086,PR0052,4,27.26,17.53,9.73,No,35.69,6.82,High Margin
S0053548,20250926,PH0087,PR0182,13,82.03,52.93,29.1,No,35.47,6.31,High Margin
S0053549,20250926,PH0088,PR0002,5,32.34,23.14,9.2,No,28.45,6.47,Medium Margin
S0053550,20250926,PH0088,PR0132,5,41.82,35.61,6.21,Yes,14.85,8.36,Low Margin
S0053551,20250926,PH0088,PR0041,3,199.77,145.03,54.74,No,27.4,66.59,Medium Margin
S0053552,20250926,PH0089,PR0075,3,34.34,29.69,4.65,Yes,13.54,11.45,Low Margin
S0053553,20250926,PH0095,PR0182,22,145.76,97.46,48.3,No,33.14,6.63,High Margin
S0053554,20250926,PH0102,PR0021,9,108.59,84.9,23.69,Yes,21.82,12.07,Medium Margin
S0053555,20250926,PH0104,PR0047,12,174.15,106.04,68.11,No,39.11,14.51,High Margin
S0053556,20250926,PH0105,PR0044,4,97.66,60.37,37.29,No,38.18,24.42,High Margin
S0053557,20250926,PH0107,PR0115,5,70.44,50.36,20.08,No,28.51,14.09,Medium Margin
S0053558,20250926,PH0108,PR0212,9,21.88,13.15,8.73,No,39.9,2.43,High Margin
S0053559,20250926,PH0108,PR0211,5,104.79,98.27,6.52,Yes,6.22,20.96,Low Margin
S0053560,20250926,PH0109,PR0082,3,85.47,66.66,18.81,No,22.01,28.49,Medium Margin
S0053561,20250926,PH0111,PR0126,4,15.76,10.3,5.46,No,34.64,3.94,High Margin
S0053562,20250926,PH0113,PR0141,6,282.3,217.53,64.77,No,22.94,47.05,Medium Margin
S0053563,20250926,PH0117,PR0099,14,226.57,170.05,56.52,Yes,24.95,16.18,Medium Margin
S0053564,20250926,PH0117,PR0001,4,31.64,24.04,7.6,No,24.02,7.91,Medium Margin
S0053565,20250926,PH0118,PR0171,2,171.8,130.91,40.89,No,23.8,85.9,Medium Margin
S0053566,20250926,PH0118,PR0016,4,51.76,34.0,17.76,No,34.31,12.94,High Margin
S0053567,20250926,PH0118,PR0059,7,72.24,46.32,25.92,No,35.88,10.32,High Margin
S0053568,20250926,PH0119,PR0169,3,112.72,79.26,33.46,No,29.68,37.57,Medium Margin
S0053569,20250926,PH0119,PR0039,4,98.63,65.29,33.34,No,33.8,24.66,High Margin
S0053570,20250926,PH0119,PR0128,6,149.56,96.63,52.93,No,35.39,24.93,High Margin
S0053571,20250926,PH0120,PR0207,11,80.36,54.76,25.6,No,31.86,7.31,High Margin
S0053572,20250926,PH0120,PR0133,7,141.11,90.48,50.63,No,35.88,20.16,High Margin
S0053573,20250926,PH0120,PR0058,4,46.51,32.7,13.81,No,29.69,11.63,Medium Margin
S0053574,20250927,PH0001,PR0212,6,11.48,7.99,3.49,Yes,30.4,1.91,High Margin
S0053575,20250927,PH0002,PR0114,3,80.59,47.78,32.81,No,40.71,26.86,High Margin
S0053576,20250927,PH0003,PR0129,5,46.15,40.4,5.75,Yes,12.46,9.23,Low Margin
S0053577,20250927,PH0003,PR0155,11,168.09,125.52,42.57,No,25.33,15.28,Medium Margin
S0053578,20250927,PH0005,PR0197,5,82.02,54.95,27.07,No,33.0,16.4,High Margin
S0053579,20250927,PH0008,PR0080,3,142.67,117.18,25.49,No,17.87,47.56,Medium Margin
S0053580,20250927,PH0008,PR0090,15,164.27,104.48,59.79,No,36.4,10.95,High Margin
S0053581,20250927,PH0008,PR0079,16,169.98,126.39,43.59,No,25.64,10.62,Medium Margin
S0053582,20250927,PH0010,PR0039,15,352.72,230.57,122.15,No,34.63,23.51,High Margin
S0053583,20250927,PH0011,PR0188,4,113.54,85.45,28.09,No,24.74,28.38,Medium Margin
S0053584,20250927,PH0013,PR0192,7,234.36,152.91,81.45,No,34.75,33.48,High Margin
S0053585,20250927,PH0015,PR0004,1,15.13,9.0,6.13,No,40.52,15.13,High Margin
S0053586,20250927,PH0015,PR0210,3,95.1,59.18,35.92,No,37.77,31.7,High Margin
S0053587,20250927,PH0017,PR0176,19,255.93,174.03,81.9,No,32.0,13.47,High Margin
S0053588,20250927,PH0018,PR0012,5,245.04,189.02,56.02,No,22.86,49.01,Medium Margin
S0053589,20250927,PH0019,PR0161,8,193.02,152.66,40.36,No,20.91,24.13,Medium Margin
S0053590,20250927,PH0019,PR0204,8,80.7,54.1,26.6,No,32.96,10.09,High Margin
S0053591,20250927,PH0020,PR0207,4,30.76,20.58,10.18,No,33.09,7.69,High Margin
S0053592,20250927,PH0022,PR0034,5,62.15,42.61,19.54,No,31.44,12.43,High Margin
S0053593,20250927,PH0022,PR0121,1,53.49,48.51,4.98,Yes,9.31,53.49,Low Margin
S0053594,20250927,PH0023,PR0069,5,599.83,422.88,176.95,No,29.5,119.97,Medium Margin
S0053595,20250927,PH0023,PR0129,8,96.94,77.58,19.36,No,19.97,12.12,Medium Margin
S0053596,20250927,PH0023,PR0216,1,72.77,54.61,18.16,No,24.96,72.77,Medium Margin
S0053597,20250927,PH0024,PR0099,6,147.78,98.98,48.8,No,33.02,24.63,High Margin
S0053598,20250927,PH0024,PR0078,3,68.94,45.98,22.96,No,33.3,22.98,High Margin
S0053599,20250927,PH0024,PR0174,13,115.44,81.46,33.98,No,29.44,8.88,Medium Margin
S0053600,20250927,PH0027,PR0125,5,141.6,90.61,50.99,No,36.01,28.32,High Margin
S0053601,20250927,PH0028,PR0164,4,49.48,31.21,18.27,No,36.92,12.37,High Margin
S0053602,20250927,PH0028,PR0197,2,39.96,26.32,13.64,No,34.13,19.98,High Margin
S0053603,20250927,PH0028,PR0091,3,55.69,36.06,19.63,No,35.25,18.56,High Margin
S0053604,20250927,PH0035,PR0186,16,290.57,191.31,99.26,No,34.16,18.16,High Margin
S0053605,20250927,PH0035,PR0076,5,233.22,172.22,61.0,No,26.16,46.64,Medium Margin
S0053606,20250927,PH0035,PR0064,7,137.37,101.77,35.6,No,25.92,19.62,Medium Margin
S0053607,20250927,PH0037,PR0086,19,188.13,138.68,49.45,No,26.29,9.9,Medium Margin
S0053608,20250927,PH0037,PR0009,1,14.57,10.59,3.98,No,27.32,14.57,Medium Margin
S0053609,20250927,PH0038,PR0082,1,29.04,22.64,6.4,No,22.04,29.04,Medium Margin
S0053610,20250927,PH0039,PR0185,1,12.97,10.62,2.35,No,18.12,12.97,Medium Margin
S0053611,20250927,PH0039,PR0139,4,39.52,26.44,13.08,No,33.1,9.88,High Margin
S0053612,20250927,PH0044,PR0056,4,70.62,46.77,23.85,No,33.77,17.66,High Margin
S0053613,20250927,PH0049,PR0002,3,16.45,12.45,4.0,No,24.32,5.48,Medium Margin
S0053614,20250927,PH0051,PR0129,1,8.75,6.81,1.94,No,22.17,8.75,Medium Margin
S0053615,20250927,PH0053,PR0039,18,431.49,289.9,141.59,No,32.81,23.97,High Margin
S0053616,20250927,PH0053,PR0089,4,59.89,42.58,17.31,No,28.9,14.97,Medium Margin
S0053617,20250927,PH0054,PR0213,8,240.2,160.85,79.35,No,33.03,30.02,High Margin
S0053618,20250927,PH0056,PR0156,7,110.59,75.01,35.58,No,32.17,15.8,High Margin
S0053619,20250927,PH0058,PR0177,9,81.42,64.3,17.12,Yes,21.03,9.05,Medium Margin
S0053620,20250927,PH0061,PR0051,7,483.26,391.27,91.99,No,19.04,69.04,Medium Margin
S0053621,20250927,PH0062,PR0145,5,379.24,291.48,87.76,No,23.14,75.85,Medium Margin
S0053622,20250927,PH0063,PR0129,1,11.67,9.34,2.33,No,19.97,11.67,Medium Margin
S0053623,20250927,PH0067,PR0156,2,32.99,24.77,8.22,Yes,24.92,16.5,Medium Margin
S0053624,20250927,PH0069,PR0168,14,329.44,212.36,117.08,No,35.54,23.53,High Margin
S0053625,20250927,PH0070,PR0084,8,144.88,97.67,47.21,No,32.59,18.11,High Margin
